CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"drift33_1st_1_8_21"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED		"2022-01-08T18:06:18"

NUMBER_OF_FIELDS	47
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730	
END_DATA_FORMAT

NUMBER_OF_SETS	957
BEGIN_DATA
156	X5	   18.00	   18.00	   18.00	 0.00890	 0.00779	 0.00720	    7.04	    5.56	   -1.45	    0.0062	    0.0066	    0.0069	    0.0071	    0.0074	    0.0079	    0.0085	    0.0089	    0.0093	    0.0094	    0.0095	    0.0088	    0.0083	    0.0075	    0.0066	    0.0062	    0.0063	    0.0062	    0.0060	    0.0066	    0.0077	    0.0090	    0.0098	    0.0100	    0.0100	    0.0106	    0.0122	    0.0147	    0.0174	    0.0195	    0.0204	    0.0209	    0.0208	    0.0212	    0.0235	    0.0269	
157	Y5	    2.00	    2.00	    2.00	 0.00275	 0.00279	 0.00225	    2.52	    0.25	    0.10	    0.0024	    0.0026	    0.0027	    0.0027	    0.0029	    0.0029	    0.0028	    0.0028	    0.0026	    0.0025	    0.0028	    0.0028	    0.0028	    0.0027	    0.0027	    0.0028	    0.0028	    0.0027	    0.0027	    0.0027	    0.0027	    0.0028	    0.0028	    0.0028	    0.0028	    0.0029	    0.0032	    0.0035	    0.0040	    0.0043	    0.0046	    0.0044	    0.0047	    0.0049	    0.0053	    0.0057	
158	Z5	   85.00	  255.00	   85.00	 0.15083	 0.30152	 0.12935	   61.79	  -65.87	   26.28	    0.0658	    0.0702	    0.0732	    0.0751	    0.0838	    0.0961	    0.1039	    0.1129	    0.1215	    0.1362	    0.1821	    0.3081	    0.4981	    0.6144	    0.6174	    0.5598	    0.4765	    0.3752	    0.2694	    0.1895	    0.1417	    0.1157	    0.0966	    0.0845	    0.0830	    0.0880	    0.0983	    0.1157	    0.1360	    0.1460	    0.1420	    0.1309	    0.1160	    0.1089	    0.1254	    0.1727	
159	[5	    0.00	  255.00	  170.00	 0.07114	 0.16202	 0.27980	   47.24	  -62.87	  -30.43	    0.1338	    0.1426	    0.1488	    0.1527	    0.1854	    0.2424	    0.2918	    0.3277	    0.3466	    0.3682	    0.4099	    0.4815	    0.5463	    0.5358	    0.4565	    0.3436	    0.2260	    0.1221	    0.0520	    0.0214	    0.0114	    0.0080	    0.0062	    0.0054	    0.0052	    0.0055	    0.0062	    0.0079	    0.0108	    0.0126	    0.0115	    0.0098	    0.0088	    0.0093	    0.0132	    0.0246	
160	\5	    0.00	   85.00	  255.00	 0.07117	 0.05176	 0.38124	   27.23	   23.40	  -80.08	    0.2014	    0.2147	    0.2240	    0.2299	    0.2895	    0.4033	    0.5053	    0.5535	    0.5489	    0.5182	    0.4463	    0.3295	    0.2234	    0.1460	    0.0863	    0.0498	    0.0305	    0.0167	    0.0079	    0.0050	    0.0045	    0.0043	    0.0040	    0.0038	    0.0037	    0.0039	    0.0044	    0.0055	    0.0079	    0.0096	    0.0084	    0.0073	    0.0070	    0.0072	    0.0086	    0.0136	
161	]5	   85.00	  255.00	    0.00	 0.16123	 0.28922	 0.03428	   60.71	  -55.20	   63.00	    0.0168	    0.0179	    0.0186	    0.0191	    0.0179	    0.0155	    0.0141	    0.0137	    0.0154	    0.0189	    0.0251	    0.0638	    0.2238	    0.4426	    0.5443	    0.5320	    0.4734	    0.3922	    0.3008	    0.2261	    0.1773	    0.1491	    0.1276	    0.1138	    0.1130	    0.1202	    0.1337	    0.1550	    0.1788	    0.1907	    0.1866	    0.1740	    0.1568	    0.1492	    0.1685	    0.2218	
162	^5	   28.00	   28.00	   28.00	 0.01279	 0.01138	 0.01047	   10.10	    5.89	   -1.66	    0.0076	    0.0081	    0.0085	    0.0087	    0.0100	    0.0115	    0.0125	    0.0131	    0.0136	    0.0136	    0.0134	    0.0129	    0.0121	    0.0111	    0.0098	    0.0093	    0.0095	    0.0091	    0.0087	    0.0097	    0.0115	    0.0132	    0.0141	    0.0143	    0.0144	    0.0152	    0.0173	    0.0203	    0.0236	    0.0257	    0.0266	    0.0269	    0.0267	    0.0269	    0.0295	    0.0343	
163	_5	  255.00	   85.00	   85.00	 0.48658	 0.33977	 0.08046	   64.94	   49.18	   47.51	    0.0701	    0.0748	    0.0780	    0.0800	    0.0871	    0.0938	    0.0904	    0.0876	    0.0860	    0.0871	    0.0989	    0.1374	    0.1843	    0.1829	    0.1522	    0.1450	    0.1527	    0.1371	    0.1397	    0.2287	    0.4261	    0.6245	    0.7290	    0.7795	    0.8060	    0.8206	    0.8315	    0.8403	    0.8470	    0.8527	    0.8595	    0.8653	    0.8702	    0.8726	    0.8709	    0.8685	
164	`5	  170.00	   85.00	  170.00	 0.28234	 0.21951	 0.20481	   53.97	   30.41	   -5.04	    0.1596	    0.1702	    0.1776	    0.1822	    0.2129	    0.2571	    0.2669	    0.2642	    0.2603	    0.2538	    0.2389	    0.2221	    0.2068	    0.1755	    0.1414	    0.1331	    0.1401	    0.1296	    0.1269	    0.1737	    0.2593	    0.3283	    0.3571	    0.3666	    0.3736	    0.3831	    0.3967	    0.4143	    0.4312	    0.4414	    0.4449	    0.4437	    0.4414	    0.4421	    0.4533	    0.4750	
165	a5	  255.00	  170.00	   85.00	 0.59239	 0.53923	 0.12059	   78.42	   18.09	   57.44	    0.0824	    0.0878	    0.0916	    0.0940	    0.1011	    0.1095	    0.1107	    0.1139	    0.1189	    0.1285	    0.1603	    0.2547	    0.3916	    0.4486	    0.4256	    0.4196	    0.4389	    0.4241	    0.4235	    0.5109	    0.6402	    0.7364	    0.7848	    0.8087	    0.8216	    0.8298	    0.8378	    0.8453	    0.8513	    0.8567	    0.8638	    0.8694	    0.8745	    0.8778	    0.8771	    0.8763	
166	A6	    0.00	  170.00	   85.00	 0.01878	 0.05006	 0.06487	   26.75	  -49.75	  -11.97	    0.0309	    0.0330	    0.0344	    0.0353	    0.0406	    0.0492	    0.0584	    0.0676	    0.0736	    0.0819	    0.1026	    0.1424	    0.1789	    0.1797	    0.1496	    0.1075	    0.0659	    0.0318	    0.0128	    0.0065	    0.0048	    0.0042	    0.0040	    0.0039	    0.0040	    0.0039	    0.0040	    0.0041	    0.0044	    0.0047	    0.0044	    0.0046	    0.0051	    0.0059	    0.0074	    0.0102	
167	B6	   85.00	    0.00	  170.00	 0.09764	 0.04923	 0.10615	   26.52	   49.80	  -27.66	    0.1064	    0.1134	    0.1183	    0.1214	    0.1429	    0.1728	    0.1722	    0.1561	    0.1366	    0.1124	    0.0802	    0.0507	    0.0310	    0.0164	    0.0085	    0.0066	    0.0068	    0.0062	    0.0066	    0.0138	    0.0395	    0.0838	    0.1236	    0.1387	    0.1341	    0.1363	    0.1628	    0.2089	    0.2589	    0.2957	    0.3164	    0.3263	    0.3299	    0.3339	    0.3458	    0.3655	
168	C6	   85.00	    0.00	  255.00	 0.16660	 0.07951	 0.24956	   33.88	   63.48	  -48.24	    0.2395	    0.2553	    0.2664	    0.2733	    0.3275	    0.4052	    0.4085	    0.3712	    0.3233	    0.2650	    0.1873	    0.1116	    0.0622	    0.0305	    0.0143	    0.0105	    0.0109	    0.0101	    0.0104	    0.0205	    0.0543	    0.1187	    0.1875	    0.2128	    0.1949	    0.1932	    0.2466	    0.3524	    0.4778	    0.5826	    0.6545	    0.6994	    0.7274	    0.7439	    0.7574	    0.7735	
169	D6	    0.00	   85.00	    0.00	 0.01280	 0.02653	 0.01124	   18.60	  -30.74	   11.89	    0.0090	    0.0096	    0.0100	    0.0103	    0.0100	    0.0098	    0.0096	    0.0095	    0.0098	    0.0111	    0.0143	    0.0247	    0.0435	    0.0559	    0.0576	    0.0527	    0.0438	    0.0323	    0.0214	    0.0145	    0.0111	    0.0094	    0.0084	    0.0077	    0.0075	    0.0077	    0.0080	    0.0088	    0.0100	    0.0108	    0.0102	    0.0093	    0.0086	    0.0086	    0.0108	    0.0149	
170	E6	  170.00	  170.00	    0.00	 0.27296	 0.28948	 0.02104	   60.74	   -2.45	   73.44	    0.0136	    0.0145	    0.0151	    0.0155	    0.0144	    0.0122	    0.0107	    0.0103	    0.0114	    0.0137	    0.0177	    0.0377	    0.1179	    0.2197	    0.2716	    0.2945	    0.3102	    0.3113	    0.3073	    0.3151	    0.3229	    0.3259	    0.3246	    0.3238	    0.3287	    0.3377	    0.3498	    0.3646	    0.3787	    0.3875	    0.3905	    0.3901	    0.3876	    0.3891	    0.4009	    0.4237	
171	F6	  170.00	  255.00	    0.00	 0.36409	 0.47851	 0.03674	   74.73	  -29.69	   85.55	    0.0192	    0.0205	    0.0214	    0.0219	    0.0199	    0.0164	    0.0142	    0.0138	    0.0161	    0.0205	    0.0260	    0.0583	    0.2146	    0.4680	    0.6316	    0.6726	    0.6531	    0.6037	    0.5371	    0.4764	    0.4304	    0.4015	    0.3775	    0.3620	    0.3633	    0.3751	    0.3945	    0.4221	    0.4506	    0.4653	    0.4636	    0.4522	    0.4343	    0.4249	    0.4450	    0.4987	
172	G6	   24.00	   24.00	   24.00	 0.01066	 0.00946	 0.00882	    8.53	    5.65	   -1.77	    0.0067	    0.0071	    0.0074	    0.0076	    0.0082	    0.0097	    0.0105	    0.0110	    0.0115	    0.0118	    0.0113	    0.0105	    0.0102	    0.0092	    0.0082	    0.0077	    0.0078	    0.0076	    0.0073	    0.0081	    0.0094	    0.0108	    0.0117	    0.0119	    0.0119	    0.0126	    0.0143	    0.0172	    0.0201	    0.0223	    0.0231	    0.0236	    0.0235	    0.0240	    0.0264	    0.0304	
173	H6	  255.00	  255.00	   85.00	 0.72054	 0.79951	 0.16682	   91.66	  -10.33	   68.25	    0.1001	    0.1067	    0.1113	    0.1142	    0.1221	    0.1320	    0.1370	    0.1456	    0.1571	    0.1768	    0.2287	    0.3656	    0.5800	    0.7472	    0.8206	    0.8417	    0.8479	    0.8477	    0.8426	    0.8411	    0.8368	    0.8352	    0.8353	    0.8372	    0.8407	    0.8452	    0.8520	    0.8590	    0.8652	    0.8709	    0.8778	    0.8834	    0.8890	    0.8920	    0.8916	    0.8925	
174	I6	  255.00	   85.00	    0.00	 0.47596	 0.32268	 0.01542	   63.56	   52.21	   84.11	    0.0134	    0.0143	    0.0149	    0.0153	    0.0142	    0.0121	    0.0107	    0.0103	    0.0114	    0.0140	    0.0169	    0.0257	    0.0588	    0.1063	    0.1427	    0.1590	    0.1445	    0.1245	    0.1294	    0.1909	    0.3880	    0.6274	    0.7492	    0.8001	    0.8225	    0.8332	    0.8407	    0.8468	    0.8516	    0.8559	    0.8626	    0.8686	    0.8742	    0.8772	    0.8758	    0.8730	
175	J6	   85.00	   85.00	   85.00	 0.08397	 0.08314	 0.07029	   34.63	    3.40	   -0.71	    0.0443	    0.0473	    0.0493	    0.0506	    0.0593	    0.0736	    0.0808	    0.0855	    0.0899	    0.0939	    0.0953	    0.0941	    0.0924	    0.0872	    0.0797	    0.0775	    0.0794	    0.0751	    0.0709	    0.0768	    0.0855	    0.0899	    0.0892	    0.0877	    0.0891	    0.0932	    0.0996	    0.1081	    0.1169	    0.1222	    0.1223	    0.1205	    0.1179	    0.1184	    0.1274	    0.1435	
176	K6	    0.00	   85.00	  255.00	 0.07084	 0.05086	 0.37932	   26.98	   24.16	  -80.25	    0.1997	    0.2129	    0.2222	    0.2280	    0.2882	    0.4024	    0.5035	    0.5514	    0.5467	    0.5156	    0.4426	    0.3253	    0.2190	    0.1424	    0.0836	    0.0481	    0.0295	    0.0163	    0.0078	    0.0050	    0.0045	    0.0043	    0.0041	    0.0038	    0.0038	    0.0040	    0.0045	    0.0056	    0.0081	    0.0097	    0.0084	    0.0074	    0.0071	    0.0074	    0.0089	    0.0140	
177	L6	    0.00	    0.00	   85.00	 0.01670	 0.00988	 0.03621	    8.89	   22.09	  -27.63	    0.0272	    0.0290	    0.0302	    0.0310	    0.0365	    0.0460	    0.0509	    0.0520	    0.0508	    0.0464	    0.0375	    0.0248	    0.0149	    0.0097	    0.0066	    0.0051	    0.0045	    0.0043	    0.0042	    0.0046	    0.0058	    0.0089	    0.0130	    0.0139	    0.0116	    0.0118	    0.0184	    0.0336	    0.0550	    0.0743	    0.0871	    0.0941	    0.0970	    0.0998	    0.1056	    0.1161	
178	M6	   85.00	  255.00	    0.00	 0.16011	 0.28797	 0.03423	   60.60	  -55.36	   62.84	    0.0170	    0.0181	    0.0189	    0.0194	    0.0180	    0.0157	    0.0141	    0.0137	    0.0154	    0.0189	    0.0249	    0.0635	    0.2228	    0.4411	    0.5429	    0.5308	    0.4724	    0.3910	    0.2996	    0.2247	    0.1758	    0.1477	    0.1263	    0.1125	    0.1117	    0.1189	    0.1322	    0.1533	    0.1772	    0.1889	    0.1845	    0.1724	    0.1553	    0.1472	    0.1667	    0.2200	
179	N6	    0.00	  255.00	   85.00	 0.02741	 0.10354	 0.08130	   38.47	  -82.19	    1.54	    0.0343	    0.0366	    0.0382	    0.0392	    0.0433	    0.0497	    0.0573	    0.0668	    0.0740	    0.0864	    0.1282	    0.2363	    0.3707	    0.4078	    0.3440	    0.2409	    0.1403	    0.0636	    0.0225	    0.0092	    0.0059	    0.0049	    0.0045	    0.0044	    0.0044	    0.0043	    0.0043	    0.0044	    0.0047	    0.0052	    0.0050	    0.0045	    0.0049	    0.0057	    0.0083	    0.0125	
180	O6	  170.00	  255.00	  170.00	 0.43080	 0.56395	 0.36615	   79.84	  -30.86	   12.69	    0.2336	    0.2490	    0.2598	    0.2666	    0.3067	    0.3662	    0.3934	    0.4117	    0.4288	    0.4528	    0.4993	    0.5908	    0.7070	    0.7735	    0.7791	    0.7508	    0.7059	    0.6436	    0.5661	    0.4973	    0.4472	    0.4160	    0.3901	    0.3725	    0.3705	    0.3784	    0.3943	    0.4195	    0.4466	    0.4604	    0.4571	    0.4447	    0.4268	    0.4153	    0.4333	    0.4835	
181	P6	    0.00	  255.00	    0.00	 0.05949	 0.17413	 0.04373	   48.78	  -81.64	   36.56	    0.0190	    0.0202	    0.0211	    0.0217	    0.0217	    0.0206	    0.0198	    0.0204	    0.0226	    0.0276	    0.0470	    0.1320	    0.3167	    0.4585	    0.4660	    0.3980	    0.3054	    0.2061	    0.1203	    0.0688	    0.0444	    0.0331	    0.0258	    0.0214	    0.0206	    0.0218	    0.0250	    0.0313	    0.0395	    0.0438	    0.0416	    0.0369	    0.0311	    0.0291	    0.0365	    0.0602	
182	Q6	    0.00	  255.00	  170.00	 0.07054	 0.16093	 0.27827	   47.10	  -62.84	  -30.42	    0.1332	    0.1420	    0.1481	    0.1520	    0.1842	    0.2408	    0.2901	    0.3259	    0.3450	    0.3661	    0.4072	    0.4788	    0.5441	    0.5342	    0.4546	    0.3417	    0.2240	    0.1205	    0.0509	    0.0208	    0.0111	    0.0078	    0.0061	    0.0053	    0.0052	    0.0053	    0.0059	    0.0077	    0.0106	    0.0125	    0.0113	    0.0100	    0.0092	    0.0098	    0.0144	    0.0246	
183	R6	    8.00	    8.00	    8.00	 0.00460	 0.00444	 0.00352	    4.01	    1.28	    0.26	    0.0033	    0.0035	    0.0036	    0.0037	    0.0038	    0.0040	    0.0041	    0.0041	    0.0043	    0.0045	    0.0048	    0.0046	    0.0045	    0.0043	    0.0041	    0.0041	    0.0041	    0.0040	    0.0040	    0.0041	    0.0044	    0.0047	    0.0049	    0.0049	    0.0050	    0.0052	    0.0058	    0.0067	    0.0076	    0.0082	    0.0087	    0.0088	    0.0090	    0.0093	    0.0102	    0.0115	
184	S6	   30.00	   30.00	   30.00	 0.01383	 0.01236	 0.01164	   10.82	    5.89	   -2.08	    0.0087	    0.0092	    0.0096	    0.0099	    0.0107	    0.0128	    0.0139	    0.0146	    0.0150	    0.0153	    0.0149	    0.0142	    0.0135	    0.0122	    0.0107	    0.0102	    0.0103	    0.0099	    0.0095	    0.0106	    0.0124	    0.0142	    0.0152	    0.0153	    0.0155	    0.0163	    0.0185	    0.0216	    0.0250	    0.0274	    0.0282	    0.0286	    0.0282	    0.0285	    0.0313	    0.0360	
185	T6	  255.00	    0.00	  170.00	 0.35616	 0.17553	 0.07366	   48.95	   78.80	   22.60	    0.1196	    0.1275	    0.1330	    0.1365	    0.1546	    0.1647	    0.1357	    0.1020	    0.0760	    0.0555	    0.0362	    0.0214	    0.0130	    0.0072	    0.0045	    0.0038	    0.0036	    0.0037	    0.0045	    0.0144	    0.1031	    0.3230	    0.5326	    0.6641	    0.7378	    0.7779	    0.8023	    0.8183	    0.8290	    0.8367	    0.8448	    0.8510	    0.8574	    0.8617	    0.8617	    0.8590	
186	U6	    0.00	   85.00	   85.00	 0.01216	 0.01862	 0.04801	   14.74	  -16.15	  -24.49	    0.0253	    0.0269	    0.0281	    0.0288	    0.0342	    0.0444	    0.0538	    0.0605	    0.0646	    0.0676	    0.0680	    0.0648	    0.0601	    0.0535	    0.0440	    0.0335	    0.0231	    0.0134	    0.0068	    0.0041	    0.0032	    0.0029	    0.0027	    0.0028	    0.0028	    0.0029	    0.0030	    0.0032	    0.0037	    0.0040	    0.0037	    0.0037	    0.0036	    0.0039	    0.0051	    0.0075	
187	V6	   14.00	   14.00	   14.00	 0.00708	 0.00643	 0.00553	    5.80	    3.57	   -0.42	    0.0037	    0.0039	    0.0041	    0.0042	    0.0051	    0.0061	    0.0065	    0.0068	    0.0069	    0.0074	    0.0074	    0.0073	    0.0065	    0.0061	    0.0056	    0.0054	    0.0055	    0.0054	    0.0053	    0.0056	    0.0064	    0.0072	    0.0077	    0.0078	    0.0079	    0.0083	    0.0096	    0.0114	    0.0133	    0.0147	    0.0153	    0.0158	    0.0157	    0.0164	    0.0183	    0.0216	
188	W6	    0.00	   85.00	  255.00	 0.07174	 0.05209	 0.38388	   27.32	   23.56	  -80.27	    0.2038	    0.2173	    0.2267	    0.2326	    0.2930	    0.4070	    0.5086	    0.5569	    0.5524	    0.5217	    0.4495	    0.3319	    0.2249	    0.1469	    0.0864	    0.0498	    0.0307	    0.0168	    0.0080	    0.0051	    0.0046	    0.0045	    0.0042	    0.0039	    0.0038	    0.0041	    0.0045	    0.0059	    0.0084	    0.0097	    0.0088	    0.0077	    0.0074	    0.0078	    0.0093	    0.0144	
189	X6	  170.00	   85.00	  255.00	 0.33315	 0.23498	 0.43523	   55.58	   42.31	  -38.17	    0.3412	    0.3638	    0.3795	    0.3894	    0.4695	    0.5896	    0.6165	    0.5970	    0.5683	    0.5285	    0.4566	    0.3687	    0.2947	    0.2148	    0.1451	    0.1240	    0.1309	    0.1166	    0.1087	    0.1577	    0.2506	    0.3346	    0.3815	    0.3938	    0.3906	    0.3967	    0.4267	    0.4753	    0.5254	    0.5584	    0.5712	    0.5723	    0.5672	    0.5637	    0.5776	    0.6115	
190	Y6	   85.00	    0.00	  255.00	 0.16971	 0.08125	 0.25175	   34.24	   63.65	  -48.01	    0.2403	    0.2562	    0.2673	    0.2742	    0.3292	    0.4081	    0.4116	    0.3741	    0.3262	    0.2677	    0.1900	    0.1140	    0.0637	    0.0313	    0.0144	    0.0106	    0.0110	    0.0102	    0.0106	    0.0211	    0.0562	    0.1222	    0.1922	    0.2178	    0.1998	    0.1983	    0.2523	    0.3583	    0.4835	    0.5874	    0.6587	    0.7033	    0.7309	    0.7474	    0.7607	    0.7758	
191	Z6	  255.00	    0.00	    0.00	 0.36246	 0.18178	 0.00602	   49.71	   77.62	   74.36	    0.0179	    0.0191	    0.0199	    0.0204	    0.0181	    0.0123	    0.0073	    0.0056	    0.0053	    0.0055	    0.0056	    0.0052	    0.0044	    0.0038	    0.0034	    0.0031	    0.0033	    0.0039	    0.0048	    0.0080	    0.0828	    0.3523	    0.5907	    0.7143	    0.7800	    0.8138	    0.8317	    0.8422	    0.8488	    0.8545	    0.8624	    0.8678	    0.8733	    0.8761	    0.8735	    0.8693	
192	[6	   22.00	   22.00	   22.00	 0.01023	 0.00898	 0.00845	    8.11	    5.93	   -1.86	    0.0074	    0.0078	    0.0082	    0.0084	    0.0085	    0.0092	    0.0100	    0.0105	    0.0107	    0.0112	    0.0111	    0.0104	    0.0096	    0.0086	    0.0077	    0.0072	    0.0072	    0.0071	    0.0069	    0.0076	    0.0089	    0.0103	    0.0113	    0.0115	    0.0115	    0.0122	    0.0140	    0.0168	    0.0198	    0.0219	    0.0228	    0.0232	    0.0235	    0.0238	    0.0257	    0.0297	
193	\6	    0.00	  170.00	  255.00	 0.08823	 0.10786	 0.47331	   39.22	  -12.69	  -70.97	    0.1986	    0.2117	    0.2209	    0.2267	    0.2897	    0.4146	    0.5541	    0.6443	    0.6724	    0.6782	    0.6466	    0.5682	    0.4774	    0.3805	    0.2721	    0.1686	    0.0871	    0.0335	    0.0097	    0.0040	    0.0031	    0.0029	    0.0029	    0.0029	    0.0031	    0.0032	    0.0034	    0.0042	    0.0059	    0.0072	    0.0064	    0.0057	    0.0055	    0.0064	    0.0096	    0.0130	
194	]6	    0.00	  170.00	  255.00	 0.08830	 0.10814	 0.47415	   39.27	  -12.85	  -70.98	    0.2009	    0.2142	    0.2234	    0.2293	    0.2918	    0.4160	    0.5550	    0.6452	    0.6735	    0.6791	    0.6471	    0.5692	    0.4783	    0.3815	    0.2731	    0.1696	    0.0879	    0.0339	    0.0097	    0.0038	    0.0029	    0.0027	    0.0026	    0.0027	    0.0029	    0.0030	    0.0032	    0.0040	    0.0058	    0.0073	    0.0061	    0.0053	    0.0057	    0.0071	    0.0089	    0.0131	
195	^6	  255.00	  255.00	    0.00	 0.69698	 0.74573	 0.03778	   89.19	   -4.69	  109.82	    0.0189	    0.0201	    0.0210	    0.0215	    0.0184	    0.0135	    0.0115	    0.0118	    0.0154	    0.0215	    0.0282	    0.0583	    0.2120	    0.4812	    0.6847	    0.7773	    0.8161	    0.8319	    0.8351	    0.8384	    0.8369	    0.8369	    0.8375	    0.8389	    0.8407	    0.8429	    0.8464	    0.8499	    0.8522	    0.8539	    0.8584	    0.8614	    0.8654	    0.8674	    0.8664	    0.8667	
196	_6	    0.00	    0.00	  170.00	 0.04000	 0.01832	 0.12719	   14.58	   41.27	  -54.51	    0.0988	    0.1054	    0.1099	    0.1128	    0.1357	    0.1743	    0.1918	    0.1912	    0.1782	    0.1544	    0.1146	    0.0642	    0.0309	    0.0158	    0.0091	    0.0065	    0.0057	    0.0054	    0.0052	    0.0055	    0.0072	    0.0125	    0.0206	    0.0223	    0.0173	    0.0172	    0.0300	    0.0639	    0.1169	    0.1682	    0.2024	    0.2210	    0.2285	    0.2328	    0.2454	    0.2684	
197	`6	  255.00	  170.00	  255.00	 0.66211	 0.55921	 0.59318	   79.57	   29.18	  -14.38	    0.4503	    0.4801	    0.5009	    0.5140	    0.6035	    0.7359	    0.7689	    0.7629	    0.7564	    0.7459	    0.7052	    0.6416	    0.5835	    0.5058	    0.4235	    0.4012	    0.4201	    0.4000	    0.3971	    0.4945	    0.6302	    0.7238	    0.7711	    0.7952	    0.8084	    0.8166	    0.8250	    0.8332	    0.8409	    0.8469	    0.8521	    0.8560	    0.8609	    0.8644	    0.8633	    0.8633	
198	a6	    0.00	  170.00	   85.00	 0.01886	 0.05006	 0.06521	   26.75	  -49.56	  -12.12	    0.0315	    0.0336	    0.0350	    0.0360	    0.0409	    0.0496	    0.0589	    0.0679	    0.0740	    0.0822	    0.1032	    0.1429	    0.1794	    0.1800	    0.1495	    0.1073	    0.0656	    0.0316	    0.0127	    0.0065	    0.0048	    0.0043	    0.0040	    0.0041	    0.0041	    0.0041	    0.0040	    0.0042	    0.0046	    0.0048	    0.0047	    0.0050	    0.0050	    0.0060	    0.0073	    0.0104	
199	A7	    0.00	  170.00	    0.00	 0.02410	 0.06878	 0.02085	   31.53	  -58.67	   23.26	    0.0122	    0.0130	    0.0136	    0.0139	    0.0135	    0.0130	    0.0126	    0.0127	    0.0135	    0.0155	    0.0227	    0.0541	    0.1269	    0.1832	    0.1867	    0.1601	    0.1210	    0.0777	    0.0428	    0.0246	    0.0169	    0.0136	    0.0116	    0.0104	    0.0100	    0.0100	    0.0105	    0.0119	    0.0141	    0.0152	    0.0145	    0.0133	    0.0124	    0.0125	    0.0153	    0.0238	
200	B7	    0.00	  255.00	  255.00	 0.15471	 0.25113	 0.61552	   57.19	  -43.76	  -55.20	    0.3098	    0.3303	    0.3446	    0.3536	    0.4429	    0.6042	    0.7227	    0.7888	    0.8199	    0.8440	    0.8393	    0.7899	    0.7321	    0.6684	    0.5836	    0.4747	    0.3536	    0.2303	    0.1260	    0.0643	    0.0367	    0.0251	    0.0181	    0.0143	    0.0138	    0.0151	    0.0184	    0.0252	    0.0352	    0.0409	    0.0370	    0.0312	    0.0259	    0.0242	    0.0324	    0.0573	
201	C7	    0.00	   85.00	  255.00	 0.07084	 0.05098	 0.37962	   27.01	   24.01	  -80.23	    0.2009	    0.2141	    0.2234	    0.2293	    0.2889	    0.4022	    0.5034	    0.5518	    0.5471	    0.5160	    0.4432	    0.3260	    0.2199	    0.1432	    0.0841	    0.0484	    0.0296	    0.0163	    0.0077	    0.0050	    0.0045	    0.0043	    0.0040	    0.0037	    0.0036	    0.0039	    0.0044	    0.0057	    0.0081	    0.0098	    0.0085	    0.0073	    0.0069	    0.0079	    0.0097	    0.0145	
202	D7	    0.00	    0.00	    0.00	 0.00186	 0.00197	 0.00199	    1.78	   -0.13	   -0.68	    0.0021	    0.0022	    0.0023	    0.0024	    0.0026	    0.0026	    0.0024	    0.0024	    0.0024	    0.0025	    0.0023	    0.0025	    0.0022	    0.0021	    0.0021	    0.0021	    0.0020	    0.0020	    0.0020	    0.0019	    0.0019	    0.0018	    0.0018	    0.0017	    0.0017	    0.0018	    0.0019	    0.0019	    0.0019	    0.0021	    0.0020	    0.0019	    0.0017	    0.0018	    0.0021	    0.0025	
203	E7	   85.00	   85.00	  170.00	 0.14884	 0.13151	 0.24289	   42.99	   13.95	  -31.33	    0.1710	    0.1823	    0.1902	    0.1952	    0.2324	    0.2911	    0.3153	    0.3214	    0.3205	    0.3134	    0.2903	    0.2510	    0.2124	    0.1729	    0.1355	    0.1169	    0.1123	    0.1011	    0.0878	    0.0906	    0.1076	    0.1282	    0.1411	    0.1416	    0.1369	    0.1397	    0.1582	    0.1896	    0.2235	    0.2462	    0.2537	    0.2527	    0.2481	    0.2466	    0.2598	    0.2911	
