CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"i400_M2.txt"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED	"2022-01-08T19:02:49"

NUMBER_OF_FIELDS	47
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730
END_DATA_FORMAT

NUMBER_OF_SETS	400
BEGIN_DATA
89	89	  170.00	  145.00	   42.00	 0.26877	 0.27523	 0.04816	   59.46	    1.38	   52.52	  0.0277	  0.0296	  0.0308	  0.0316	  0.0334	  0.0354	  0.0359	  0.0381	  0.0412	  0.0475	  0.0667	  0.1215	  0.2014	  0.2474	  0.2570	  0.2621	  0.2678	  0.2605	  0.2558	  0.2756	  0.3073	  0.3278	  0.3311	  0.3310	  0.3353	  0.3435	  0.3550	  0.3689	  0.3820	  0.3898	  0.3920	  0.3906	  0.3880	  0.3895	  0.4017	    0.42
90	90	  212.00	  145.00	   42.00	 0.38632	 0.35900	 0.05269	   66.44	   13.25	   62.21	  0.0328	  0.0350	  0.0365	  0.0375	  0.0389	  0.0395	  0.0389	  0.0404	  0.0434	  0.0496	  0.0700	  0.1328	  0.2307	  0.2867	  0.2958	  0.3006	  0.3049	  0.2929	  0.2927	  0.3403	  0.4257	  0.4914	  0.5129	  0.5202	  0.5276	  0.5367	  0.5481	  0.5610	  0.5729	  0.5809	  0.5854	  0.5872	  0.5881	  0.5908	  0.5986	    0.61
91	91	  255.00	  145.00	   42.00	 0.55284	 0.47510	 0.05582	   74.51	   25.23	   74.57	  0.0360	  0.0384	  0.0401	  0.0411	  0.0414	  0.0407	  0.0389	  0.0398	  0.0426	  0.0487	  0.0707	  0.1458	  0.2710	  0.3424	  0.3464	  0.3491	  0.3559	  0.3389	  0.3419	  0.4230	  0.5757	  0.7099	  0.7729	  0.8017	  0.8163	  0.8248	  0.8328	  0.8397	  0.8449	  0.8495	  0.8559	  0.8611	  0.8655	  0.8677	  0.8655	    0.86
92	92	    0.00	  182.00	   42.00	 0.01873	 0.06220	 0.04098	   29.96	  -63.69	    5.73	  0.0199	  0.0212	  0.0221	  0.0227	  0.0243	  0.0263	  0.0287	  0.0325	  0.0359	  0.0420	  0.0633	  0.1192	  0.1892	  0.2129	  0.1881	  0.1432	  0.0948	  0.0509	  0.0225	  0.0110	  0.0074	  0.0061	  0.0054	  0.0051	  0.0049	  0.0049	  0.0049	  0.0054	  0.0060	  0.0065	  0.0061	  0.0058	  0.0055	  0.0065	  0.0084	    0.01
93	93	   42.00	  182.00	   42.00	 0.06195	 0.12806	 0.05410	   42.47	  -51.77	   20.17	  0.0275	  0.0293	  0.0305	  0.0314	  0.0339	  0.0371	  0.0395	  0.0435	  0.0477	  0.0550	  0.0794	  0.1450	  0.2341	  0.2785	  0.2720	  0.2432	  0.2034	  0.1526	  0.1032	  0.0720	  0.0558	  0.0473	  0.0408	  0.0365	  0.0358	  0.0377	  0.0421	  0.0496	  0.0586	  0.0632	  0.0615	  0.0570	  0.0513	  0.0490	  0.0572	    0.08
94	94	   85.00	  182.00	   42.00	 0.12743	 0.20051	 0.05853	   51.90	  -37.97	   34.27	  0.0302	  0.0321	  0.0335	  0.0344	  0.0366	  0.0391	  0.0411	  0.0448	  0.0493	  0.0574	  0.0837	  0.1574	  0.2638	  0.3246	  0.3302	  0.3135	  0.2859	  0.2418	  0.1928	  0.1587	  0.1380	  0.1253	  0.1142	  0.1068	  0.1063	  0.1107	  0.1194	  0.1328	  0.1475	  0.1549	  0.1530	  0.1461	  0.1362	  0.1326	  0.1452	    0.18
95	95	  127.00	  182.00	   42.00	 0.19884	 0.26346	 0.05725	   58.36	  -25.13	   46.03	  0.0297	  0.0317	  0.0331	  0.0339	  0.0355	  0.0375	  0.0386	  0.0419	  0.0461	  0.0541	  0.0798	  0.1549	  0.2685	  0.3384	  0.3527	  0.3476	  0.3349	  0.3052	  0.2684	  0.2442	  0.2285	  0.2171	  0.2055	  0.1975	  0.1980	  0.2047	  0.2160	  0.2325	  0.2495	  0.2587	  0.2573	  0.2506	  0.2410	  0.2372	  0.2516	    0.29
96	96	  170.00	  182.00	   42.00	 0.29368	 0.33847	 0.05411	   64.84	  -12.04	   58.74	  0.0281	  0.0300	  0.0313	  0.0321	  0.0331	  0.0340	  0.0345	  0.0372	  0.0412	  0.0490	  0.0730	  0.1473	  0.2673	  0.3458	  0.3676	  0.3738	  0.3780	  0.3665	  0.3496	  0.3468	  0.3460	  0.3421	  0.3346	  0.3291	  0.3318	  0.3401	  0.3530	  0.3697	  0.3862	  0.3954	  0.3964	  0.3924	  0.3859	  0.3849	  0.3993	    0.43
97	97	  212.00	  182.00	   42.00	 0.41719	 0.43359	 0.05869	   71.79	   -0.26	   68.51	  0.0316	  0.0338	  0.0352	  0.0361	  0.0371	  0.0373	  0.0371	  0.0393	  0.0434	  0.0512	  0.0766	  0.1596	  0.2991	  0.3891	  0.4094	  0.4176	  0.4288	  0.4208	  0.4160	  0.4456	  0.4851	  0.5087	  0.5143	  0.5159	  0.5213	  0.5296	  0.5411	  0.5549	  0.5677	  0.5761	  0.5803	  0.5814	  0.5810	  0.5822	  0.5918	    0.61
98	98	  255.00	  182.00	   42.00	 0.59879	 0.56802	 0.06882	   80.07	   12.50	   78.25	  0.0404	  0.0432	  0.0451	  0.0463	  0.0467	  0.0460	  0.0449	  0.0467	  0.0509	  0.0590	  0.0865	  0.1809	  0.3483	  0.4593	  0.4780	  0.4847	  0.4985	  0.4859	  0.4870	  0.5562	  0.6646	  0.7499	  0.7898	  0.8086	  0.8187	  0.8255	  0.8328	  0.8399	  0.8454	  0.8505	  0.8571	  0.8626	  0.8677	  0.8702	  0.8694	    0.87
99	99	    0.00	  218.00	   42.00	 0.02392	 0.08994	 0.04813	   35.97	  -78.21	   12.04	  0.0208	  0.0221	  0.0231	  0.0237	  0.0252	  0.0266	  0.0285	  0.0323	  0.0360	  0.0439	  0.0727	  0.1558	  0.2727	  0.3192	  0.2835	  0.2138	  0.1389	  0.0727	  0.0305	  0.0138	  0.0086	  0.0067	  0.0059	  0.0054	  0.0052	  0.0052	  0.0052	  0.0058	  0.0067	  0.0074	  0.0070	  0.0064	  0.0062	  0.0066	  0.0089	    0.02
100	100	   42.00	  218.00	   42.00	 0.07414	 0.17321	 0.06242	   48.67	  -66.10	   26.91	  0.0292	  0.0311	  0.0325	  0.0333	  0.0353	  0.0377	  0.0398	  0.0438	  0.0483	  0.0567	  0.0879	  0.1815	  0.3252	  0.4062	  0.3999	  0.3515	  0.2853	  0.2065	  0.1333	  0.0874	  0.0640	  0.0520	  0.0433	  0.0379	  0.0369	  0.0389	  0.0437	  0.0522	  0.0626	  0.0680	  0.0654	  0.0596	  0.0522	  0.0501	  0.0591	    0.09
101	101	   85.00	  218.00	   42.00	 0.13303	 0.23772	 0.06185	   55.86	  -51.38	   39.58	  0.0297	  0.0316	  0.0331	  0.0339	  0.0351	  0.0366	  0.0377	  0.0410	  0.0454	  0.0539	  0.0836	  0.1786	  0.3324	  0.4305	  0.4418	  0.4114	  0.3623	  0.2944	  0.2225	  0.1709	  0.1401	  0.1223	  0.1081	  0.0988	  0.0978	  0.1022	  0.1115	  0.1261	  0.1427	  0.1512	  0.1481	  0.1396	  0.1278	  0.1227	  0.1365	    0.18
102	102	  127.00	  218.00	   42.00	 0.21265	 0.31522	 0.06219	   62.94	  -38.19	   51.63	  0.0302	  0.0322	  0.0336	  0.0345	  0.0354	  0.0358	  0.0364	  0.0395	  0.0437	  0.0522	  0.0813	  0.1772	  0.3413	  0.4552	  0.4812	  0.4670	  0.4362	  0.3845	  0.3228	  0.2749	  0.2426	  0.2217	  0.2036	  0.1914	  0.1909	  0.1980	  0.2111	  0.2310	  0.2526	  0.2632	  0.2603	  0.2501	  0.2362	  0.2291	  0.2465	    0.29
103	103	  170.00	  218.00	   42.00	 0.32467	 0.41436	 0.06570	   70.48	  -24.91	   63.07	  0.0325	  0.0347	  0.0362	  0.0371	  0.0378	  0.0380	  0.0382	  0.0411	  0.0459	  0.0549	  0.0846	  0.1837	  0.3564	  0.4816	  0.5203	  0.5221	  0.5116	  0.4819	  0.4406	  0.4081	  0.3828	  0.3643	  0.3468	  0.3349	  0.3356	  0.3447	  0.3601	  0.3820	  0.4043	  0.4160	  0.4150	  0.4069	  0.3938	  0.3884	  0.4061	    0.45
104	104	  212.00	  218.00	   42.00	 0.45921	 0.52216	 0.07059	   77.41	  -12.16	   72.93	  0.0360	  0.0384	  0.0400	  0.0411	  0.0411	  0.0408	  0.0408	  0.0437	  0.0488	  0.0587	  0.0909	  0.1973	  0.3824	  0.5161	  0.5587	  0.5687	  0.5732	  0.5599	  0.5416	  0.5407	  0.5423	  0.5404	  0.5340	  0.5294	  0.5324	  0.5404	  0.5531	  0.5696	  0.5855	  0.5949	  0.5978	  0.5961	  0.5914	  0.5901	  0.6015	    0.63
105	105	  255.00	  218.00	   42.00	 0.64882	 0.67061	 0.07762	   85.54	    0.50	   84.11	  0.0412	  0.0439	  0.0458	  0.0470	  0.0466	  0.0451	  0.0443	  0.0472	  0.0529	  0.0636	  0.0976	  0.2129	  0.4238	  0.5817	  0.6274	  0.6421	  0.6594	  0.6523	  0.6503	  0.6964	  0.7537	  0.7918	  0.8099	  0.8190	  0.8248	  0.8297	  0.8361	  0.8424	  0.8477	  0.8526	  0.8594	  0.8651	  0.8707	  0.8737	  0.8731	    0.87
106	106	    0.00	  255.00	   42.00	 0.02917	 0.11677	 0.04753	   40.69	  -88.58	   20.52	  0.0200	  0.0214	  0.0223	  0.0228	  0.0232	  0.0230	  0.0237	  0.0260	  0.0290	  0.0360	  0.0635	  0.1601	  0.3241	  0.4110	  0.3767	  0.2866	  0.1870	  0.0995	  0.0424	  0.0187	  0.0110	  0.0082	  0.0069	  0.0061	  0.0059	  0.0059	  0.0061	  0.0069	  0.0082	  0.0090	  0.0085	  0.0077	  0.0074	  0.0082	  0.0105	    0.02
107	107	   42.00	  255.00	   42.00	 0.08160	 0.20741	 0.06299	   52.66	  -76.44	   33.54	  0.0281	  0.0300	  0.0312	  0.0321	  0.0331	  0.0342	  0.0353	  0.0382	  0.0425	  0.0509	  0.0815	  0.1884	  0.3780	  0.5035	  0.5048	  0.4401	  0.3510	  0.2508	  0.1586	  0.0988	  0.0681	  0.0529	  0.0425	  0.0362	  0.0352	  0.0376	  0.0430	  0.0525	  0.0642	  0.0701	  0.0671	  0.0602	  0.0519	  0.0490	  0.0595	    0.09
108	108	   85.00	  255.00	   42.00	 0.13984	 0.28317	 0.06343	   60.17	  -65.64	   46.30	  0.0287	  0.0305	  0.0319	  0.0327	  0.0330	  0.0328	  0.0330	  0.0355	  0.0395	  0.0476	  0.0772	  0.1863	  0.3943	  0.5517	  0.5795	  0.5333	  0.4581	  0.3641	  0.2647	  0.1887	  0.1427	  0.1172	  0.0983	  0.0864	  0.0853	  0.0908	  0.1017	  0.1195	  0.1398	  0.1499	  0.1458	  0.1348	  0.1200	  0.1133	  0.1301	    0.18
109	109	  127.00	  255.00	   42.00	 0.23069	 0.38215	 0.06761	   68.18	  -52.44	   58.27	  0.0303	  0.0324	  0.0338	  0.0347	  0.0346	  0.0336	  0.0333	  0.0358	  0.0402	  0.0492	  0.0816	  0.1998	  0.4245	  0.6023	  0.6509	  0.6236	  0.5668	  0.4883	  0.3953	  0.3150	  0.2598	  0.2265	  0.2001	  0.1829	  0.1819	  0.1906	  0.2069	  0.2323	  0.2598	  0.2729	  0.2679	  0.2534	  0.2341	  0.2242	  0.2464	    0.31
110	110	  170.00	  255.00	   42.00	 0.35413	 0.49815	 0.07472	   75.96	  -38.29	   68.74	  0.0348	  0.0371	  0.0387	  0.0398	  0.0395	  0.0382	  0.0378	  0.0406	  0.0458	  0.0561	  0.0906	  0.2134	  0.4482	  0.6438	  0.7133	  0.7050	  0.6665	  0.6082	  0.5338	  0.4659	  0.4147	  0.3820	  0.3549	  0.3369	  0.3359	  0.3451	  0.3627	  0.3887	  0.4160	  0.4297	  0.4266	  0.4141	  0.3952	  0.3856	  0.4062	    0.46
111	111	  212.00	  255.00	   42.00	 0.50169	 0.62224	 0.08156	   83.04	  -24.72	   78.27	  0.0393	  0.0420	  0.0438	  0.0449	  0.0448	  0.0436	  0.0433	  0.0464	  0.0523	  0.0637	  0.0999	  0.2248	  0.4623	  0.6680	  0.7558	  0.7681	  0.7517	  0.7183	  0.6714	  0.6281	  0.5933	  0.5708	  0.5521	  0.5401	  0.5401	  0.5477	  0.5617	  0.5817	  0.6019	  0.6130	  0.6140	  0.6083	  0.5982	  0.5929	  0.6064	    0.64
112	112	  255.00	  255.00	   42.00	 0.70143	 0.78130	 0.09056	   90.84	  -10.83	   88.45	  0.0446	  0.0476	  0.0496	  0.0509	  0.0508	  0.0496	  0.0499	  0.0541	  0.0615	  0.0750	  0.1144	  0.2420	  0.4818	  0.6948	  0.7978	  0.8313	  0.8418	  0.8426	  0.8375	  0.8354	  0.8302	  0.8275	  0.8268	  0.8281	  0.8310	  0.8351	  0.8416	  0.8484	  0.8543	  0.8598	  0.8671	  0.8731	  0.8787	  0.8823	  0.8830	    0.88
113	113	    0.00	    0.00	   85.00	 0.01819	 0.01071	 0.03846	    9.57	   22.86	  -27.88	  0.0281	  0.0300	  0.0312	  0.0320	  0.0383	  0.0487	  0.0538	  0.0552	  0.0538	  0.0495	  0.0404	  0.0269	  0.0164	  0.0104	  0.0069	  0.0052	  0.0047	  0.0046	  0.0044	  0.0049	  0.0063	  0.0099	  0.0147	  0.0156	  0.0132	  0.0134	  0.0208	  0.0374	  0.0600	  0.0799	  0.0927	  0.0999	  0.1029	  0.1057	  0.1119	    0.12
114	114	   42.00	    0.00	   85.00	 0.03919	 0.02149	 0.03706	   16.26	   32.89	  -15.48	  0.0345	  0.0368	  0.0385	  0.0394	  0.0459	  0.0550	  0.0563	  0.0534	  0.0488	  0.0424	  0.0325	  0.0225	  0.0152	  0.0093	  0.0057	  0.0047	  0.0048	  0.0045	  0.0049	  0.0084	  0.0189	  0.0354	  0.0498	  0.0550	  0.0532	  0.0549	  0.0665	  0.0862	  0.1072	  0.1227	  0.1317	  0.1362	  0.1384	  0.1411	  0.1479	    0.16
115	115	   85.00	    0.00	   85.00	 0.07030	 0.03740	 0.03653	   22.79	   41.68	   -3.87	  0.0397	  0.0424	  0.0442	  0.0453	  0.0518	  0.0602	  0.0587	  0.0526	  0.0461	  0.0381	  0.0278	  0.0190	  0.0133	  0.0080	  0.0049	  0.0042	  0.0044	  0.0042	  0.0049	  0.0110	  0.0358	  0.0739	  0.1011	  0.1134	  0.1191	  0.1250	  0.1348	  0.1477	  0.1596	  0.1677	  0.1720	  0.1732	  0.1740	  0.1763	  0.1834	    0.20
116	116	  127.00	    0.00	   85.00	 0.12034	 0.06311	 0.03667	   30.19	   50.81	    8.79	  0.0495	  0.0527	  0.0550	  0.0564	  0.0633	  0.0688	  0.0610	  0.0509	  0.0421	  0.0340	  0.0261	  0.0186	  0.0132	  0.0082	  0.0052	  0.0045	  0.0047	  0.0044	  0.0052	  0.0134	  0.0569	  0.1330	  0.1849	  0.2079	  0.2189	  0.2286	  0.2426	  0.2596	  0.2756	  0.2855	  0.2898	  0.2905	  0.2905	  0.2931	  0.3032	    0.32
117	117	  170.00	    0.00	   85.00	 0.19256	 0.09993	 0.03578	   37.83	   60.24	   22.55	  0.0570	  0.0608	  0.0634	  0.0651	  0.0720	  0.0737	  0.0606	  0.0477	  0.0378	  0.0303	  0.0239	  0.0176	  0.0127	  0.0083	  0.0057	  0.0050	  0.0049	  0.0047	  0.0054	  0.0153	  0.0827	  0.2147	  0.3068	  0.3483	  0.3682	  0.3828	  0.4000	  0.4198	  0.4376	  0.4488	  0.4542	  0.4552	  0.4550	  0.4571	  0.4678	    0.49
118	118	  212.00	    0.00	   85.00	 0.26667	 0.13635	 0.03015	   43.71	   68.42	   36.57	  0.0584	  0.0622	  0.0649	  0.0666	  0.0716	  0.0689	  0.0522	  0.0382	  0.0288	  0.0228	  0.0180	  0.0131	  0.0095	  0.0067	  0.0050	  0.0044	  0.0044	  0.0044	  0.0050	  0.0139	  0.0969	  0.2864	  0.4308	  0.5013	  0.5346	  0.5544	  0.5732	  0.5922	  0.6086	  0.6197	  0.6265	  0.6301	  0.6322	  0.6353	  0.6416	    0.65
119	119	  255.00	    0.00	   85.00	 0.35153	 0.17578	 0.02280	   48.98	   77.10	   51.57	  0.0545	  0.0582	  0.0606	  0.0622	  0.0652	  0.0583	  0.0399	  0.0267	  0.0190	  0.0149	  0.0120	  0.0088	  0.0065	  0.0049	  0.0040	  0.0035	  0.0035	  0.0038	  0.0045	  0.0108	  0.0952	  0.3350	  0.5516	  0.6780	  0.7475	  0.7850	  0.8069	  0.8208	  0.8299	  0.8367	  0.8444	  0.8503	  0.8564	  0.8600	  0.8593	    0.86
120	120	    0.00	   36.00	   85.00	 0.01183	 0.01060	 0.04155	    9.48	    5.47	  -29.92	  0.0266	  0.0283	  0.0295	  0.0303	  0.0360	  0.0461	  0.0531	  0.0568	  0.0580	  0.0566	  0.0509	  0.0398	  0.0292	  0.0212	  0.0149	  0.0111	  0.0093	  0.0076	  0.0058	  0.0050	  0.0049	  0.0051	  0.0052	  0.0046	  0.0042	  0.0044	  0.0055	  0.0081	  0.0118	  0.0146	  0.0151	  0.0147	  0.0135	  0.0132	  0.0154	    0.02
121	121	   42.00	   36.00	   85.00	 0.03961	 0.03090	 0.05498	   20.40	   15.62	  -18.32	  0.0399	  0.0425	  0.0443	  0.0455	  0.0536	  0.0662	  0.0717	  0.0734	  0.0735	  0.0714	  0.0648	  0.0543	  0.0444	  0.0340	  0.0250	  0.0215	  0.0214	  0.0193	  0.0175	  0.0206	  0.0281	  0.0364	  0.0416	  0.0422	  0.0411	  0.0428	  0.0500	  0.0622	  0.0754	  0.0844	  0.0876	  0.0879	  0.0862	  0.0862	  0.0931	    0.11
122	122	   85.00	   36.00	   85.00	 0.07749	 0.05571	 0.05583	   28.31	   24.81	   -5.11	  0.0447	  0.0477	  0.0497	  0.0510	  0.0588	  0.0703	  0.0733	  0.0731	  0.0721	  0.0697	  0.0642	  0.0578	  0.0512	  0.0408	  0.0307	  0.0282	  0.0297	  0.0270	  0.0265	  0.0393	  0.0652	  0.0886	  0.0996	  0.1029	  0.1048	  0.1091	  0.1181	  0.1304	  0.1426	  0.1504	  0.1533	  0.1532	  0.1524	  0.1535	  0.1618	    0.18
123	123	  127.00	   36.00	   85.00	 0.13506	 0.08983	 0.05674	   35.95	   35.74	    7.64	  0.0527	  0.0562	  0.0586	  0.0601	  0.0679	  0.0769	  0.0757	  0.0725	  0.0694	  0.0663	  0.0636	  0.0613	  0.0580	  0.0477	  0.0373	  0.0350	  0.0356	  0.0312	  0.0316	  0.0538	  0.1104	  0.1680	  0.1937	  0.2025	  0.2079	  0.2156	  0.2273	  0.2422	  0.2564	  0.2654	  0.2685	  0.2682	  0.2673	  0.2693	  0.2797	    0.30
124	124	  170.00	   36.00	   85.00	 0.21101	 0.13205	 0.05241	   43.07	   46.69	   22.05	  0.0548	  0.0584	  0.0610	  0.0626	  0.0696	  0.0754	  0.0705	  0.0651	  0.0606	  0.0576	  0.0573	  0.0598	  0.0602	  0.0510	  0.0412	  0.0391	  0.0386	  0.0327	  0.0338	  0.0653	  0.1617	  0.2721	  0.3235	  0.3421	  0.3526	  0.3632	  0.3774	  0.3944	  0.4102	  0.4199	  0.4239	  0.4243	  0.4235	  0.4254	  0.4370	    0.46
125	125	  212.00	   36.00	   85.00	 0.30014	 0.18084	 0.04791	   49.60	   56.11	   35.66	  0.0544	  0.0581	  0.0606	  0.0622	  0.0679	  0.0712	  0.0642	  0.0578	  0.0529	  0.0503	  0.0518	  0.0575	  0.0611	  0.0538	  0.0451	  0.0434	  0.0415	  0.0344	  0.0364	  0.0758	  0.2149	  0.3898	  0.4765	  0.5108	  0.5291	  0.5426	  0.5561	  0.5699	  0.5824	  0.5907	  0.5956	  0.5979	  0.5990	  0.6016	  0.6085	    0.62
126	126	  255.00	   36.00	   85.00	 0.42802	 0.24958	 0.05274	   57.04	   66.61	   45.96	  0.0643	  0.0686	  0.0715	  0.0733	  0.0792	  0.0808	  0.0708	  0.0626	  0.0567	  0.0540	  0.0563	  0.0637	  0.0692	  0.0614	  0.0512	  0.0490	  0.0465	  0.0380	  0.0406	  0.0904	  0.2775	  0.5346	  0.6824	  0.7538	  0.7912	  0.8114	  0.8248	  0.8346	  0.8418	  0.8478	  0.8551	  0.8609	  0.8666	  0.8695	  0.8674	    0.86
127	127	    0.00	   72.00	   85.00	 0.01176	 0.01605	 0.04698	   13.26	  -11.07	  -26.49	  0.0259	  0.0277	  0.0289	  0.0296	  0.0350	  0.0454	  0.0544	  0.0605	  0.0640	  0.0659	  0.0646	  0.0591	  0.0521	  0.0442	  0.0350	  0.0263	  0.0188	  0.0117	  0.0065	  0.0041	  0.0034	  0.0031	  0.0028	  0.0027	  0.0027	  0.0028	  0.0030	  0.0033	  0.0038	  0.0041	  0.0038	  0.0034	  0.0033	  0.0038	  0.0045	    0.01
128	128	   42.00	   72.00	   85.00	 0.04612	 0.04868	 0.06939	   26.35	   -1.06	  -14.59	  0.0449	  0.0478	  0.0499	  0.0512	  0.0600	  0.0745	  0.0826	  0.0873	  0.0910	  0.0931	  0.0917	  0.0855	  0.0786	  0.0697	  0.0597	  0.0540	  0.0512	  0.0452	  0.0380	  0.0359	  0.0376	  0.0399	  0.0404	  0.0393	  0.0388	  0.0406	  0.0459	  0.0544	  0.0639	  0.0696	  0.0706	  0.0690	  0.0662	  0.0662	  0.0728	    0.09
129	129	   85.00	   72.00	   85.00	 0.08737	 0.08078	 0.07203	   34.14	    8.43	   -2.26	  0.0483	  0.0516	  0.0538	  0.0552	  0.0642	  0.0786	  0.0853	  0.0890	  0.0924	  0.0949	  0.0947	  0.0919	  0.0886	  0.0810	  0.0715	  0.0687	  0.0704	  0.0660	  0.0626	  0.0712	  0.0855	  0.0951	  0.0973	  0.0969	  0.0983	  0.1025	  0.1102	  0.1205	  0.1309	  0.1373	  0.1385	  0.1373	  0.1347	  0.1359	  0.1454	    0.16
130	130	  127.00	   72.00	   85.00	 0.15169	 0.12630	 0.07480	   42.20	   19.06	   10.50	  0.0558	  0.0596	  0.0622	  0.0637	  0.0731	  0.0856	  0.0885	  0.0896	  0.0908	  0.0926	  0.0963	  0.1038	  0.1097	  0.1032	  0.0919	  0.0893	  0.0906	  0.0833	  0.0813	  0.1040	  0.1486	  0.1842	  0.1957	  0.1982	  0.2022	  0.2093	  0.2201	  0.2341	  0.2475	  0.2558	  0.2577	  0.2562	  0.2535	  0.2549	  0.2667	    0.29
131	131	  170.00	   72.00	   85.00	 0.22554	 0.17079	 0.06957	   48.36	   30.67	   23.27	  0.0580	  0.0619	  0.0645	  0.0662	  0.0742	  0.0833	  0.0825	  0.0811	  0.0802	  0.0809	  0.0872	  0.1020	  0.1160	  0.1119	  0.1007	  0.0984	  0.0983	  0.0886	  0.0886	  0.1259	  0.2115	  0.2896	  0.3190	  0.3282	  0.3356	  0.3450	  0.3578	  0.3734	  0.3878	  0.3968	  0.4000	  0.3995	  0.3979	  0.3999	  0.4114	    0.43
132	132	  212.00	   72.00	   85.00	 0.33097	 0.23667	 0.07192	   55.76	   40.81	   35.03	  0.0640	  0.0682	  0.0712	  0.0730	  0.0807	  0.0880	  0.0848	  0.0817	  0.0795	  0.0799	  0.0884	  0.1106	  0.1338	  0.1315	  0.1186	  0.1161	  0.1151	  0.1022	  0.1040	  0.1599	  0.2982	  0.4344	  0.4914	  0.5122	  0.5247	  0.5358	  0.5481	  0.5611	  0.5731	  0.5809	  0.5852	  0.5870	  0.5878	  0.5901	  0.5975	    0.61
133	133	  255.00	   72.00	   85.00	 0.47633	 0.32125	 0.07837	   63.44	   52.82	   45.72	  0.0711	  0.0758	  0.0791	  0.0811	  0.0894	  0.0961	  0.0915	  0.0873	  0.0847	  0.0851	  0.0953	  0.1261	  0.1599	  0.1550	  0.1307	  0.1252	  0.1279	  0.1125	  0.1160	  0.1980	  0.3993	  0.6125	  0.7237	  0.7767	  0.8044	  0.8195	  0.8307	  0.8396	  0.8461	  0.8518	  0.8585	  0.8639	  0.8689	  0.8713	  0.8697	    0.87
134	134	    0.00	  109.00	   85.00	 0.01412	 0.02632	 0.05433	   18.51	  -26.40	  -21.27	  0.0274	  0.0292	  0.0305	  0.0312	  0.0371	  0.0474	  0.0573	  0.0650	  0.0700	  0.0746	  0.0807	  0.0871	  0.0898	  0.0834	  0.0690	  0.0512	  0.0334	  0.0179	  0.0082	  0.0045	  0.0035	  0.0032	  0.0031	  0.0031	  0.0031	  0.0032	  0.0033	  0.0035	  0.0038	  0.0039	  0.0037	  0.0036	  0.0038	  0.0043	  0.0055	    0.01
135	135	   42.00	  109.00	   85.00	 0.05466	 0.07252	 0.08561	   32.38	  -16.43	  -10.57	  0.0519	  0.0553	  0.0578	  0.0593	  0.0690	  0.0851	  0.0951	  0.1024	  0.1083	  0.1138	  0.1196	  0.1247	  0.1278	  0.1235	  0.1128	  0.1027	  0.0929	  0.0773	  0.0602	  0.0503	  0.0455	  0.0432	  0.0405	  0.0382	  0.0380	  0.0399	  0.0443	  0.0514	  0.0596	  0.0641	  0.0636	  0.0608	  0.0569	  0.0562	  0.0631	    0.08
136	136	   85.00	  109.00	   85.00	 0.10003	 0.11226	 0.08615	   39.96	   -6.26	    2.31	  0.0527	  0.0562	  0.0587	  0.0601	  0.0701	  0.0860	  0.0944	  0.1006	  0.1066	  0.1133	  0.1207	  0.1299	  0.1380	  0.1372	  0.1293	  0.1249	  0.1234	  0.1135	  0.1024	  0.1012	  0.1027	  0.1021	  0.0988	  0.0959	  0.0970	  0.1012	  0.1085	  0.1184	  0.1287	  0.1348	  0.1350	  0.1321	  0.1281	  0.1280	  0.1379	    0.16
137	137	  127.00	  109.00	   85.00	 0.17101	 0.16937	 0.08901	   48.18	    4.28	   15.45	  0.0573	  0.0610	  0.0636	  0.0653	  0.0758	  0.0906	  0.0965	  0.1010	  0.1058	  0.1119	  0.1230	  0.1424	  0.1618	  0.1649	  0.1574	  0.1559	  0.1586	  0.1511	  0.1458	  0.1604	  0.1834	  0.1972	  0.1984	  0.1973	  0.2007	  0.2075	  0.2174	  0.2299	  0.2420	  0.2492	  0.2503	  0.2482	  0.2455	  0.2472	  0.2588	    0.28
