CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"i400_M2.txt"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED	"2022-01-08T19:02:49"

NUMBER_OF_FIELDS	47
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730
END_DATA_FORMAT

NUMBER_OF_SETS	400
BEGIN_DATA
40	40	  170.00	  182.00	    0.00	 0.29050	 0.31923	 0.02348	   63.28	   -6.53	   75.64	  0.0145	  0.0155	  0.0161	  0.0166	  0.0150	  0.0125	  0.0111	  0.0107	  0.0120	  0.0147	  0.0190	  0.0432	  0.1393	  0.2584	  0.3181	  0.3424	  0.3563	  0.3537	  0.3443	  0.3449	  0.3456	  0.3439	  0.3389	  0.3357	  0.3399	  0.3490	  0.3623	  0.3789	  0.3949	  0.4041	  0.4060	  0.4032	  0.3982	  0.3978	  0.4117	    0.44
41	41	  212.00	  182.00	    0.00	 0.41445	 0.41639	 0.02490	   70.62	    3.97	   87.08	  0.0153	  0.0163	  0.0170	  0.0174	  0.0157	  0.0127	  0.0110	  0.0106	  0.0125	  0.0158	  0.0198	  0.0404	  0.1387	  0.2832	  0.3680	  0.4037	  0.4192	  0.4176	  0.4182	  0.4426	  0.4819	  0.5098	  0.5173	  0.5209	  0.5279	  0.5379	  0.5507	  0.5652	  0.5786	  0.5874	  0.5921	  0.5938	  0.5937	  0.5958	  0.6041	    0.62
42	42	  255.00	  182.00	    0.00	 0.59324	 0.54228	 0.02749	   78.60	   17.53	   98.74	  0.0180	  0.0192	  0.0199	  0.0205	  0.0182	  0.0143	  0.0121	  0.0118	  0.0141	  0.0180	  0.0227	  0.0407	  0.1407	  0.3106	  0.4137	  0.4575	  0.4818	  0.4762	  0.4820	  0.5512	  0.6647	  0.7565	  0.7966	  0.8127	  0.8207	  0.8266	  0.8340	  0.8417	  0.8486	  0.8553	  0.8638	  0.8709	  0.8773	  0.8808	  0.8794	    0.88
43	43	    0.00	  218.00	    0.00	 0.03536	 0.11350	 0.02950	   40.17	  -75.98	   30.95	  0.0143	  0.0152	  0.0159	  0.0162	  0.0157	  0.0142	  0.0133	  0.0132	  0.0144	  0.0177	  0.0298	  0.0884	  0.2214	  0.3207	  0.3220	  0.2709	  0.2016	  0.1274	  0.0679	  0.0363	  0.0228	  0.0171	  0.0136	  0.0115	  0.0110	  0.0114	  0.0127	  0.0156	  0.0195	  0.0215	  0.0202	  0.0179	  0.0155	  0.0147	  0.0192	    0.03
44	44	   42.00	  218.00	    0.00	 0.07327	 0.15653	 0.02723	   46.52	  -57.68	   43.64	  0.0144	  0.0153	  0.0160	  0.0164	  0.0156	  0.0141	  0.0127	  0.0123	  0.0133	  0.0158	  0.0236	  0.0671	  0.1912	  0.3092	  0.3392	  0.3152	  0.2683	  0.2048	  0.1408	  0.0970	  0.0727	  0.0595	  0.0498	  0.0435	  0.0427	  0.0452	  0.0507	  0.0602	  0.0714	  0.0771	  0.0744	  0.0680	  0.0601	  0.0568	  0.0667	    0.10
45	45	   85.00	  218.00	    0.00	 0.12945	 0.21814	 0.02804	   53.83	  -44.97	   55.61	  0.0147	  0.0157	  0.0164	  0.0168	  0.0160	  0.0143	  0.0130	  0.0126	  0.0137	  0.0164	  0.0222	  0.0596	  0.1860	  0.3280	  0.3821	  0.3759	  0.3440	  0.2901	  0.2268	  0.1771	  0.1449	  0.1255	  0.1098	  0.0996	  0.0990	  0.1046	  0.1153	  0.1319	  0.1504	  0.1596	  0.1564	  0.1467	  0.1339	  0.1282	  0.1436	    0.19
46	46	  127.00	  218.00	    0.00	 0.22018	 0.30656	 0.02932	   62.22	  -31.53	   69.10	  0.0148	  0.0158	  0.0165	  0.0169	  0.0161	  0.0139	  0.0126	  0.0123	  0.0139	  0.0171	  0.0225	  0.0558	  0.1867	  0.3533	  0.4334	  0.4460	  0.4308	  0.3918	  0.3387	  0.2930	  0.2592	  0.2371	  0.2178	  0.2052	  0.2060	  0.2153	  0.2309	  0.2537	  0.2779	  0.2900	  0.2869	  0.2757	  0.2607	  0.2537	  0.2739	    0.32
47	47	  170.00	  218.00	    0.00	 0.32508	 0.39122	 0.02975	   68.84	  -17.69	   80.21	  0.0162	  0.0173	  0.0180	  0.0185	  0.0170	  0.0143	  0.0126	  0.0124	  0.0143	  0.0179	  0.0226	  0.0512	  0.1778	  0.3547	  0.4514	  0.4816	  0.4859	  0.4674	  0.4355	  0.4094	  0.3878	  0.3722	  0.3571	  0.3472	  0.3503	  0.3614	  0.3788	  0.4022	  0.4257	  0.4380	  0.4380	  0.4301	  0.4180	  0.4128	  0.4320	    0.48
48	48	  212.00	  218.00	    0.00	 0.46284	 0.50177	 0.02990	   76.18	   -5.82	   92.75	  0.0162	  0.0173	  0.0180	  0.0185	  0.0167	  0.0131	  0.0112	  0.0110	  0.0134	  0.0173	  0.0225	  0.0486	  0.1748	  0.3680	  0.4861	  0.5334	  0.5550	  0.5566	  0.5494	  0.5509	  0.5513	  0.5504	  0.5473	  0.5461	  0.5515	  0.5609	  0.5737	  0.5890	  0.6032	  0.6121	  0.6159	  0.6160	  0.6138	  0.6141	  0.6233	    0.64
49	49	  255.00	  218.00	    0.00	 0.64261	 0.63643	 0.03154	   83.78	    6.65	  104.66	  0.0180	  0.0191	  0.0199	  0.0204	  0.0180	  0.0139	  0.0119	  0.0119	  0.0149	  0.0199	  0.0252	  0.0446	  0.1607	  0.3780	  0.5277	  0.5951	  0.6364	  0.6421	  0.6471	  0.6993	  0.7609	  0.7986	  0.8135	  0.8201	  0.8245	  0.8290	  0.8360	  0.8438	  0.8511	  0.8582	  0.8672	  0.8746	  0.8816	  0.8852	  0.8837	    0.88
50	50	    0.00	  255.00	    0.00	 0.06312	 0.18062	 0.04632	   49.57	  -81.12	   36.47	  0.0201	  0.0214	  0.0223	  0.0228	  0.0226	  0.0216	  0.0210	  0.0219	  0.0243	  0.0302	  0.0521	  0.1437	  0.3322	  0.4704	  0.4753	  0.4071	  0.3144	  0.2142	  0.1269	  0.0739	  0.0483	  0.0364	  0.0285	  0.0238	  0.0230	  0.0243	  0.0281	  0.0349	  0.0437	  0.0482	  0.0459	  0.0408	  0.0345	  0.0326	  0.0408	    0.07
51	51	   42.00	  255.00	    0.00	 0.09875	 0.22137	 0.03468	   54.17	  -68.54	   51.46	  0.0161	  0.0172	  0.0179	  0.0184	  0.0175	  0.0153	  0.0139	  0.0136	  0.0152	  0.0182	  0.0269	  0.0802	  0.2534	  0.4433	  0.5006	  0.4606	  0.3853	  0.2932	  0.2008	  0.1343	  0.0963	  0.0763	  0.0619	  0.0531	  0.0521	  0.0559	  0.0640	  0.0774	  0.0932	  0.1010	  0.0971	  0.0881	  0.0766	  0.0715	  0.0846	    0.12
52	52	   85.00	  255.00	    0.00	 0.16144	 0.29023	 0.03480	   60.80	  -55.47	   62.81	  0.0164	  0.0175	  0.0182	  0.0187	  0.0177	  0.0154	  0.0140	  0.0137	  0.0154	  0.0188	  0.0255	  0.0679	  0.2334	  0.4505	  0.5473	  0.5329	  0.4736	  0.3920	  0.3004	  0.2257	  0.1771	  0.1493	  0.1278	  0.1142	  0.1136	  0.1208	  0.1344	  0.1558	  0.1796	  0.1912	  0.1868	  0.1743	  0.1574	  0.1493	  0.1693	    0.22
53	53	  127.00	  255.00	    0.00	 0.25102	 0.37984	 0.03614	   68.01	  -42.85	   74.35	  0.0177	  0.0188	  0.0196	  0.0201	  0.0184	  0.0154	  0.0138	  0.0134	  0.0154	  0.0195	  0.0258	  0.0655	  0.2331	  0.4708	  0.5986	  0.6087	  0.5674	  0.5003	  0.4178	  0.3442	  0.2914	  0.2587	  0.2323	  0.2153	  0.2155	  0.2262	  0.2447	  0.2725	  0.3022	  0.3168	  0.3123	  0.2980	  0.2781	  0.2686	  0.2929	    0.36
54	54	  170.00	  255.00	    0.00	 0.36984	 0.48393	 0.03717	   75.07	  -29.26	   85.86	  0.0190	  0.0203	  0.0212	  0.0217	  0.0195	  0.0160	  0.0139	  0.0136	  0.0158	  0.0199	  0.0259	  0.0620	  0.2270	  0.4800	  0.6362	  0.6731	  0.6536	  0.6057	  0.5415	  0.4829	  0.4381	  0.4098	  0.3859	  0.3705	  0.3717	  0.3832	  0.4023	  0.4293	  0.4570	  0.4709	  0.4692	  0.4579	  0.4403	  0.4319	  0.4540	    0.51
55	55	  212.00	  255.00	    0.00	 0.52262	 0.61521	 0.03835	   82.65	  -17.58	   98.19	  0.0197	  0.0210	  0.0219	  0.0224	  0.0197	  0.0150	  0.0126	  0.0124	  0.0154	  0.0203	  0.0268	  0.0633	  0.2324	  0.4994	  0.6795	  0.7442	  0.7522	  0.7316	  0.6933	  0.6566	  0.6260	  0.6064	  0.5900	  0.5797	  0.5809	  0.5891	  0.6030	  0.6221	  0.6410	  0.6513	  0.6525	  0.6482	  0.6399	  0.6360	  0.6493	    0.68
56	56	  255.00	  255.00	    0.00	 0.69409	 0.74751	 0.03881	   89.28	   -5.67	  109.32	  0.0188	  0.0200	  0.0209	  0.0214	  0.0182	  0.0134	  0.0114	  0.0117	  0.0154	  0.0215	  0.0284	  0.0639	  0.2300	  0.5000	  0.6946	  0.7819	  0.8194	  0.8348	  0.8375	  0.8397	  0.8364	  0.8342	  0.8325	  0.8319	  0.8322	  0.8335	  0.8370	  0.8410	  0.8443	  0.8480	  0.8543	  0.8594	  0.8655	  0.8694	  0.8703	    0.87
57	57	    0.00	    0.00	   42.00	 0.01049	 0.00726	 0.01535	    6.56	   13.58	  -14.10	  0.0108	  0.0115	  0.0120	  0.0123	  0.0148	  0.0184	  0.0202	  0.0210	  0.0212	  0.0204	  0.0177	  0.0133	  0.0097	  0.0071	  0.0055	  0.0045	  0.0041	  0.0039	  0.0039	  0.0043	  0.0052	  0.0075	  0.0101	  0.0106	  0.0093	  0.0097	  0.0139	  0.0228	  0.0343	  0.0440	  0.0503	  0.0541	  0.0563	  0.0583	  0.0619	    0.07
58	58	   42.00	    0.00	   42.00	 0.02550	 0.01509	 0.01540	   12.66	   25.42	   -3.62	  0.0152	  0.0162	  0.0170	  0.0173	  0.0190	  0.0219	  0.0223	  0.0215	  0.0201	  0.0180	  0.0147	  0.0113	  0.0089	  0.0064	  0.0044	  0.0039	  0.0040	  0.0039	  0.0043	  0.0074	  0.0159	  0.0269	  0.0346	  0.0380	  0.0389	  0.0409	  0.0457	  0.0528	  0.0597	  0.0645	  0.0674	  0.0687	  0.0696	  0.0712	  0.0751	    0.08
59	59	   85.00	    0.00	   42.00	 0.05441	 0.02991	 0.01574	   20.01	   36.57	    8.64	  0.0200	  0.0213	  0.0222	  0.0228	  0.0253	  0.0271	  0.0247	  0.0215	  0.0186	  0.0156	  0.0127	  0.0104	  0.0081	  0.0060	  0.0044	  0.0041	  0.0041	  0.0039	  0.0046	  0.0091	  0.0294	  0.0619	  0.0824	  0.0914	  0.0961	  0.1009	  0.1080	  0.1167	  0.1250	  0.1309	  0.1338	  0.1348	  0.1355	  0.1375	  0.1434	    0.15
60	60	  127.00	    0.00	   42.00	 0.10325	 0.05533	 0.01661	   28.20	   46.90	   21.80	  0.0260	  0.0278	  0.0290	  0.0297	  0.0322	  0.0322	  0.0267	  0.0215	  0.0177	  0.0149	  0.0129	  0.0107	  0.0087	  0.0066	  0.0053	  0.0049	  0.0047	  0.0045	  0.0054	  0.0115	  0.0502	  0.1210	  0.1647	  0.1826	  0.1922	  0.2009	  0.2118	  0.2245	  0.2362	  0.2439	  0.2467	  0.2474	  0.2470	  0.2493	  0.2585	    0.27
61	61	  170.00	    0.00	   42.00	 0.17871	 0.09406	 0.01843	   36.75	   57.68	   34.64	  0.0344	  0.0367	  0.0382	  0.0393	  0.0415	  0.0391	  0.0299	  0.0227	  0.0179	  0.0151	  0.0136	  0.0114	  0.0091	  0.0071	  0.0060	  0.0055	  0.0050	  0.0048	  0.0056	  0.0137	  0.0788	  0.2107	  0.2936	  0.3271	  0.3444	  0.3577	  0.3722	  0.3881	  0.4026	  0.4117	  0.4155	  0.4154	  0.4140	  0.4157	  0.4273	    0.44
62	62	  212.00	    0.00	   42.00	 0.26303	 0.13594	 0.01561	   43.64	   67.19	   49.54	  0.0363	  0.0387	  0.0403	  0.0415	  0.0424	  0.0367	  0.0253	  0.0177	  0.0135	  0.0115	  0.0107	  0.0088	  0.0071	  0.0058	  0.0052	  0.0048	  0.0045	  0.0047	  0.0055	  0.0127	  0.0973	  0.2983	  0.4378	  0.4988	  0.5285	  0.5468	  0.5622	  0.5767	  0.5892	  0.5975	  0.6025	  0.6046	  0.6059	  0.6082	  0.6148	    0.63
63	63	  255.00	    0.00	   42.00	 0.35988	 0.18115	 0.01267	   49.64	   77.08	   63.46	  0.0351	  0.0374	  0.0390	  0.0400	  0.0399	  0.0320	  0.0199	  0.0131	  0.0101	  0.0089	  0.0081	  0.0069	  0.0055	  0.0047	  0.0041	  0.0037	  0.0037	  0.0041	  0.0049	  0.0102	  0.0968	  0.3563	  0.5789	  0.7000	  0.7650	  0.7995	  0.8193	  0.8317	  0.8400	  0.8466	  0.8544	  0.8608	  0.8668	  0.8694	  0.8676	    0.86
64	64	    0.00	   36.00	   42.00	 0.00647	 0.00841	 0.01676	    7.60	   -6.60	  -13.90	  0.0104	  0.0111	  0.0115	  0.0118	  0.0135	  0.0166	  0.0192	  0.0210	  0.0223	  0.0233	  0.0232	  0.0216	  0.0195	  0.0173	  0.0148	  0.0123	  0.0103	  0.0080	  0.0057	  0.0044	  0.0039	  0.0037	  0.0035	  0.0033	  0.0032	  0.0033	  0.0037	  0.0044	  0.0052	  0.0059	  0.0059	  0.0056	  0.0053	  0.0054	  0.0063	    0.01
65	65	   42.00	   36.00	   42.00	 0.02349	 0.02058	 0.01959	   15.79	    7.94	   -2.68	  0.0136	  0.0145	  0.0150	  0.0154	  0.0178	  0.0214	  0.0233	  0.0243	  0.0254	  0.0261	  0.0256	  0.0243	  0.0226	  0.0199	  0.0171	  0.0162	  0.0166	  0.0157	  0.0149	  0.0173	  0.0215	  0.0248	  0.0264	  0.0266	  0.0270	  0.0285	  0.0318	  0.0363	  0.0411	  0.0442	  0.0453	  0.0453	  0.0450	  0.0457	  0.0495	    0.06
66	66	   85.00	   36.00	   42.00	 0.05976	 0.04401	 0.02321	   24.96	   21.33	    9.80	  0.0196	  0.0209	  0.0217	  0.0224	  0.0249	  0.0280	  0.0283	  0.0281	  0.0280	  0.0281	  0.0291	  0.0308	  0.0316	  0.0285	  0.0247	  0.0237	  0.0239	  0.0215	  0.0215	  0.0316	  0.0540	  0.0743	  0.0821	  0.0844	  0.0868	  0.0909	  0.0972	  0.1053	  0.1134	  0.1185	  0.1203	  0.1198	  0.1189	  0.1202	  0.1276	    0.14
67	67	  127.00	   36.00	   42.00	 0.11215	 0.07496	 0.02272	   32.91	   33.25	   23.93	  0.0224	  0.0239	  0.0249	  0.0256	  0.0277	  0.0290	  0.0274	  0.0261	  0.0254	  0.0254	  0.0278	  0.0330	  0.0369	  0.0347	  0.0311	  0.0304	  0.0292	  0.0252	  0.0258	  0.0432	  0.0936	  0.1472	  0.1689	  0.1758	  0.1811	  0.1879	  0.1977	  0.2096	  0.2210	  0.2280	  0.2303	  0.2304	  0.2291	  0.2310	  0.2403	    0.26
68	68	  170.00	   36.00	   42.00	 0.19423	 0.12179	 0.02409	   41.50	   45.25	   37.56	  0.0266	  0.0284	  0.0296	  0.0304	  0.0320	  0.0320	  0.0290	  0.0269	  0.0254	  0.0256	  0.0287	  0.0363	  0.0429	  0.0415	  0.0386	  0.0380	  0.0349	  0.0289	  0.0302	  0.0569	  0.1495	  0.2595	  0.3068	  0.3228	  0.3331	  0.3436	  0.3562	  0.3708	  0.3841	  0.3926	  0.3959	  0.3956	  0.3942	  0.3965	  0.4082	    0.43
69	69	  212.00	   36.00	   42.00	 0.29281	 0.17665	 0.02468	   49.09	   55.53	   50.14	  0.0289	  0.0308	  0.0321	  0.0330	  0.0344	  0.0336	  0.0293	  0.0266	  0.0250	  0.0252	  0.0291	  0.0381	  0.0469	  0.0468	  0.0452	  0.0452	  0.0402	  0.0325	  0.0346	  0.0697	  0.2087	  0.3902	  0.4752	  0.5063	  0.5231	  0.5361	  0.5492	  0.5628	  0.5749	  0.5832	  0.5879	  0.5899	  0.5907	  0.5937	  0.6012	    0.61
70	70	  255.00	   36.00	   42.00	 0.42690	 0.24920	 0.02671	   56.99	   66.43	   62.12	  0.0338	  0.0361	  0.0377	  0.0386	  0.0397	  0.0375	  0.0318	  0.0280	  0.0261	  0.0263	  0.0305	  0.0417	  0.0535	  0.0545	  0.0525	  0.0525	  0.0463	  0.0369	  0.0398	  0.0853	  0.2747	  0.5440	  0.6935	  0.7629	  0.7983	  0.8170	  0.8292	  0.8382	  0.8446	  0.8500	  0.8573	  0.8629	  0.8680	  0.8704	  0.8686	    0.86
71	71	    0.00	   72.00	   42.00	 0.00813	 0.01518	 0.02028	   12.72	  -22.00	   -8.64	  0.0124	  0.0132	  0.0138	  0.0141	  0.0157	  0.0181	  0.0204	  0.0226	  0.0245	  0.0267	  0.0305	  0.0362	  0.0403	  0.0397	  0.0348	  0.0283	  0.0215	  0.0142	  0.0084	  0.0055	  0.0044	  0.0039	  0.0037	  0.0036	  0.0035	  0.0036	  0.0038	  0.0041	  0.0045	  0.0049	  0.0045	  0.0043	  0.0040	  0.0043	  0.0050	    0.01
72	72	   42.00	   72.00	   42.00	 0.03322	 0.03859	 0.02776	   23.20	   -6.27	    3.02	  0.0170	  0.0181	  0.0188	  0.0193	  0.0223	  0.0267	  0.0293	  0.0315	  0.0336	  0.0363	  0.0399	  0.0448	  0.0496	  0.0500	  0.0473	  0.0452	  0.0439	  0.0399	  0.0350	  0.0331	  0.0331	  0.0331	  0.0323	  0.0314	  0.0315	  0.0332	  0.0367	  0.0419	  0.0473	  0.0505	  0.0509	  0.0499	  0.0483	  0.0485	  0.0532	    0.06
73	73	   85.00	   72.00	   42.00	 0.07609	 0.07282	 0.03278	   32.44	    5.67	   15.27	  0.0219	  0.0233	  0.0243	  0.0250	  0.0283	  0.0325	  0.0342	  0.0360	  0.0378	  0.0406	  0.0462	  0.0564	  0.0664	  0.0680	  0.0648	  0.0642	  0.0652	  0.0615	  0.0593	  0.0671	  0.0807	  0.0898	  0.0913	  0.0910	  0.0929	  0.0971	  0.1036	  0.1119	  0.1200	  0.1250	  0.1261	  0.1251	  0.1234	  0.1248	  0.1326	    0.15
74	74	  127.00	   72.00	   42.00	 0.13996	 0.11816	 0.03578	   40.92	   17.42	   27.88	  0.0276	  0.0294	  0.0307	  0.0314	  0.0338	  0.0367	  0.0368	  0.0375	  0.0384	  0.0410	  0.0488	  0.0662	  0.0851	  0.0898	  0.0865	  0.0862	  0.0860	  0.0792	  0.0781	  0.0988	  0.1424	  0.1781	  0.1892	  0.1916	  0.1958	  0.2028	  0.2127	  0.2251	  0.2370	  0.2442	  0.2462	  0.2453	  0.2437	  0.2454	  0.2560	    0.27
75	75	  170.00	   72.00	   42.00	 0.21086	 0.15957	 0.03127	   46.92	   30.05	   41.30	  0.0267	  0.0285	  0.0298	  0.0305	  0.0319	  0.0327	  0.0311	  0.0307	  0.0311	  0.0332	  0.0413	  0.0617	  0.0866	  0.0948	  0.0935	  0.0941	  0.0913	  0.0815	  0.0821	  0.1161	  0.2012	  0.2808	  0.3088	  0.3173	  0.3249	  0.3343	  0.3462	  0.3604	  0.3734	  0.3816	  0.3845	  0.3840	  0.3823	  0.3846	  0.3959	    0.42
76	76	  212.00	   72.00	   42.00	 0.31514	 0.22185	 0.03336	   54.22	   41.72	   52.43	  0.0296	  0.0316	  0.0330	  0.0338	  0.0356	  0.0358	  0.0333	  0.0322	  0.0321	  0.0340	  0.0422	  0.0658	  0.0969	  0.1079	  0.1071	  0.1080	  0.1031	  0.0905	  0.0927	  0.1421	  0.2801	  0.4242	  0.4826	  0.5029	  0.5153	  0.5265	  0.5389	  0.5523	  0.5644	  0.5724	  0.5771	  0.5791	  0.5798	  0.5825	  0.5906	    0.60
77	77	  255.00	   72.00	   42.00	 0.46882	 0.31392	 0.03475	   62.84	   53.35	   66.35	  0.0328	  0.0350	  0.0365	  0.0375	  0.0379	  0.0363	  0.0327	  0.0311	  0.0311	  0.0336	  0.0433	  0.0739	  0.1173	  0.1324	  0.1272	  0.1269	  0.1232	  0.1073	  0.1116	  0.1846	  0.3870	  0.6144	  0.7297	  0.7829	  0.8098	  0.8242	  0.8349	  0.8433	  0.8497	  0.8553	  0.8624	  0.8679	  0.8733	  0.8758	  0.8734	    0.87
78	78	    0.00	  109.00	   42.00	 0.01113	 0.02698	 0.02579	   18.79	  -36.94	   -3.01	  0.0146	  0.0156	  0.0161	  0.0166	  0.0184	  0.0206	  0.0230	  0.0254	  0.0276	  0.0311	  0.0400	  0.0581	  0.0764	  0.0801	  0.0711	  0.0565	  0.0403	  0.0243	  0.0126	  0.0074	  0.0055	  0.0048	  0.0044	  0.0043	  0.0042	  0.0043	  0.0044	  0.0047	  0.0051	  0.0054	  0.0050	  0.0048	  0.0045	  0.0049	  0.0061	    0.01
79	79	   42.00	  109.00	   42.00	 0.04095	 0.05850	 0.03444	   29.03	  -19.65	    8.26	  0.0203	  0.0217	  0.0226	  0.0232	  0.0261	  0.0300	  0.0324	  0.0353	  0.0381	  0.0422	  0.0512	  0.0687	  0.0878	  0.0944	  0.0908	  0.0848	  0.0781	  0.0662	  0.0528	  0.0447	  0.0405	  0.0381	  0.0357	  0.0337	  0.0336	  0.0353	  0.0389	  0.0447	  0.0512	  0.0549	  0.0543	  0.0520	  0.0490	  0.0481	  0.0539	    0.07
80	80	   85.00	  109.00	   42.00	 0.09399	 0.10764	 0.04011	   39.18	   -7.73	   22.15	  0.0243	  0.0258	  0.0269	  0.0276	  0.0305	  0.0345	  0.0367	  0.0396	  0.0429	  0.0476	  0.0592	  0.0829	  0.1100	  0.1215	  0.1205	  0.1194	  0.1195	  0.1124	  0.1036	  0.1029	  0.1045	  0.1044	  0.1019	  0.0996	  0.1007	  0.1049	  0.1119	  0.1213	  0.1308	  0.1364	  0.1370	  0.1348	  0.1314	  0.1315	  0.1407	    0.16
81	81	  127.00	  109.00	   42.00	 0.16268	 0.16390	 0.04440	   47.48	    2.66	   33.94	  0.0285	  0.0304	  0.0317	  0.0325	  0.0351	  0.0386	  0.0398	  0.0421	  0.0451	  0.0500	  0.0634	  0.0950	  0.1340	  0.1519	  0.1524	  0.1537	  0.1564	  0.1500	  0.1457	  0.1590	  0.1814	  0.1959	  0.1978	  0.1971	  0.2003	  0.2070	  0.2167	  0.2289	  0.2407	  0.2477	  0.2490	  0.2476	  0.2451	  0.2465	  0.2576	    0.28
82	82	  170.00	  109.00	   42.00	 0.24397	 0.21892	 0.04120	   53.91	   14.90	   46.90	  0.0278	  0.0296	  0.0309	  0.0316	  0.0336	  0.0355	  0.0351	  0.0362	  0.0382	  0.0427	  0.0566	  0.0941	  0.1450	  0.1704	  0.1743	  0.1771	  0.1768	  0.1664	  0.1651	  0.1967	  0.2612	  0.3125	  0.3273	  0.3310	  0.3370	  0.3458	  0.3575	  0.3714	  0.3842	  0.3920	  0.3949	  0.3943	  0.3925	  0.3946	  0.4061	    0.43
83	83	  212.00	  109.00	   42.00	 0.35418	 0.29175	 0.04447	   60.93	   26.47	   57.11	  0.0317	  0.0338	  0.0353	  0.0362	  0.0384	  0.0389	  0.0376	  0.0379	  0.0394	  0.0436	  0.0588	  0.1037	  0.1670	  0.1975	  0.2009	  0.2036	  0.2010	  0.1860	  0.1876	  0.2417	  0.3613	  0.4671	  0.5046	  0.5171	  0.5264	  0.5361	  0.5476	  0.5605	  0.5724	  0.5801	  0.5847	  0.5860	  0.5864	  0.5886	  0.5963	    0.61
84	84	  255.00	  109.00	   42.00	 0.51170	 0.39274	 0.04603	   68.95	   38.65	   70.05	  0.0344	  0.0367	  0.0383	  0.0393	  0.0402	  0.0395	  0.0372	  0.0367	  0.0381	  0.0420	  0.0578	  0.1111	  0.1953	  0.2352	  0.2309	  0.2313	  0.2331	  0.2149	  0.2192	  0.3037	  0.4886	  0.6679	  0.7542	  0.7937	  0.8139	  0.8253	  0.8349	  0.8428	  0.8490	  0.8544	  0.8617	  0.8674	  0.8724	  0.8748	  0.8732	    0.87
85	85	    0.00	  145.00	   42.00	 0.01459	 0.04224	 0.03289	   24.40	  -50.47	    1.34	  0.0168	  0.0179	  0.0186	  0.0191	  0.0209	  0.0234	  0.0259	  0.0290	  0.0317	  0.0369	  0.0519	  0.0867	  0.1251	  0.1355	  0.1203	  0.0938	  0.0644	  0.0364	  0.0171	  0.0091	  0.0063	  0.0054	  0.0049	  0.0047	  0.0046	  0.0046	  0.0048	  0.0050	  0.0056	  0.0060	  0.0056	  0.0050	  0.0050	  0.0056	  0.0070	    0.01
86	86	   42.00	  145.00	   42.00	 0.04904	 0.08749	 0.04363	   35.49	  -36.72	   13.72	  0.0244	  0.0260	  0.0271	  0.0279	  0.0303	  0.0336	  0.0362	  0.0397	  0.0430	  0.0487	  0.0653	  0.1043	  0.1512	  0.1716	  0.1663	  0.1514	  0.1314	  0.1033	  0.0744	  0.0558	  0.0460	  0.0407	  0.0364	  0.0333	  0.0328	  0.0345	  0.0385	  0.0450	  0.0525	  0.0565	  0.0556	  0.0522	  0.0477	  0.0461	  0.0527	    0.07
87	87	   85.00	  145.00	   42.00	 0.10651	 0.14548	 0.04823	   45.01	  -23.06	   27.58	  0.0271	  0.0289	  0.0302	  0.0309	  0.0334	  0.0368	  0.0389	  0.0422	  0.0459	  0.0523	  0.0703	  0.1161	  0.1752	  0.2052	  0.2061	  0.1991	  0.1890	  0.1671	  0.1412	  0.1258	  0.1170	  0.1110	  0.1046	  0.0999	  0.1002	  0.1044	  0.1120	  0.1234	  0.1356	  0.1423	  0.1416	  0.1370	  0.1306	  0.1288	  0.1388	    0.16
88	88	  127.00	  145.00	   42.00	 0.18155	 0.21072	 0.05113	   53.03	  -10.95	   39.87	  0.0292	  0.0311	  0.0324	  0.0333	  0.0356	  0.0389	  0.0404	  0.0436	  0.0475	  0.0541	  0.0731	  0.1229	  0.1910	  0.2289	  0.2356	  0.2363	  0.2370	  0.2253	  0.2105	  0.2081	  0.2090	  0.2072	  0.2021	  0.1982	  0.2003	  0.2068	  0.2167	  0.2300	  0.2433	  0.2508	  0.2512	  0.2479	  0.2432	  0.2425	  0.2545	    0.28
